kb_id,库名,kp_id,标题,现有条件组合(live),内容预览,租户归属(业务填写: 租户标识或GLOBAL),备注
2,全局打标经验,26,【智能体提取】经济环境维度定义,"{""分类"": ""经济环境""}","【维度定义】指宏观经济指标（GDP、消费、投资、出口、汇率、利率）、区域经济环境、产业周期对企业的影响，回答""现在的经济",,
2,全局打标经验,27,【智能体提取】宏观经济-出口向好,"{""分类"": ""经济环境""}",标签定义：近期出口数据增长、主要贸易伙伴需求回升，出口型企业受益 判断标准：海关总署出口数据、企业出口订单增长、主要客户,,
2,全局打标经验,28,【智能体提取】宏观经济-出口承压,"{""分类"": ""经济环境""}",标签定义：近期出口数据下滑、贸易壁垒增加、外需疲软，出口型企业受损 判断标准：海关总署出口数据、企业出口订单下降、客户砍,,
2,全局打标经验,29,【智能体提取】宏观经济-消费复苏受益,"{""分类"": ""经济环境""}",标签定义：国内消费市场回暖，消费品、零售、服务类企业受益 判断标准：社会消费品零售总额增长、企业营收增长、门店扩张报道 ,,
2,全局打标经验,30,【智能体提取】宏观经济-消费降级受益,"{""分类"": ""经济环境""}","标签定义：消费降级趋势下，性价比、平价、折扣类企业受益 判断标准：企业产品定位是否为""高性价比""""平价替代""；近期营收是",,
2,全局打标经验,31,【智能体提取】宏观经济-投资拉动受益,"{""分类"": ""经济环境""}",标签定义：基建投资、制造业投资、房地产投资增长，带动上下游企业受益 判断标准：固定资产投资数据、企业订单来源是否为政府/,,
2,全局打标经验,32,【智能体提取】宏观经济-利率下行受益,"{""分类"": ""经济环境""}",标签定义：央行降息、LPR下调，降低企业融资成本，高负债企业受益 判断标准：企业资产负债率>60%；近期是否获得低息贷款,,
2,全局打标经验,33,【智能体提取】宏观经济-汇率波动受益/受损,"{""分类"": ""经济环境""}",标签定义：人民币汇率大幅波动，影响企业进出口利润 判断标准：企业出口占比或进口原材料占比；近期汇率变动幅度>3%,,
2,全局打标经验,34,【智能体提取】区域经济-地方经济活跃,"{""分类"": ""经济环境""}",标签定义：企业所在城市/区域经济表现突出（如GDP增速高于全国平均），本地企业受益 判断标准：地方统计局GDP数据、地方,,
2,全局打标经验,35,【智能体提取】产业周期-上行期受益,"{""分类"": ""经济环境""}",标签定义：企业所在产业处于景气上行周期（如半导体复苏、新能源扩张、AI爆发） 判断标准：行业整体产能利用率、订单饱和度、,,
2,全局打标经验,36,【智能体提取】产业周期-下行期承压,"{""分类"": ""经济环境""}",标签定义：企业所在产业处于景气下行周期（如房地产调整、传统制造业过剩） 判断标准：行业整体产能过剩、价格战、企业亏损面扩,,
2,全局打标经验,37,【智能体提取】经济环境强度判定,"{""分类"": ""经济环境""}",【强度判定】 ★直接关联：宏观经济指标直接且显著影响企业核心业务（如出口占比80%的企业面临出口下滑） ★★强关联：宏观,,
2,全局打标经验,38,【智能体提取】经济环境打标依据要求,"{""分类"": ""经济环境""}","【打标依据要求】必须引用具体经济数据/报道，说明经济指标→企业影响的逻辑，如： ""依据：2026年Q1海关总署数据显示，",,
2,全局打标经验,39,【智能体提取】行业动态维度定义,"{""分类"": ""行业动态""}","【维度定义】指企业所在行业的最新技术突破、市场变化、竞争格局、投融资事件、标准发布等，回答""这个行业最近发生了什么、对这",,
2,全局打标经验,40,【智能体提取】行业技术突破-领跑者,"{""分类"": ""行业动态""}",标签定义：企业在行业内率先实现重大技术突破（如首发新产品、新工艺、新材料），获得技术领先优势 判断标准：企业是否发布行业,,
2,全局打标经验,41,【智能体提取】行业技术突破-追赶者,"{""分类"": ""行业动态""}",标签定义：行业内其他企业实现技术突破，该企业处于追赶状态 判断标准：竞品发布突破性产品，该企业尚未跟进或刚跟进,,
2,全局打标经验,42,【智能体提取】行业投融资活跃-赛道升温,"{""分类"": ""行业动态""}",标签定义：企业所在细分赛道近期出现大额融资、并购或IPO，表明资本看好该赛道 判断标准：近90天内，同行业企业融资总额>,,
2,全局打标经验,43,【智能体提取】行业投融资降温-赛道遇冷,"{""分类"": ""行业动态""}",标签定义：企业所在细分赛道近期融资事件减少、估值下调或出现裁员，表明资本退潮 判断标准：近90天内，同行业企业融资事件<,,
2,全局打标经验,44,【智能体提取】行业标准发布-参与制定者,"{""分类"": ""行业动态""}",标签定义：企业参与国家/行业/团体标准的制定或修订，获得行业话语权 判断标准：查国家标准委、行业协会发布的标准起草单位名,,
2,全局打标经验,45,【智能体提取】行业标准发布-被动适应者,"{""分类"": ""行业动态""}",标签定义：新发布的行业标准对企业现有产品/服务提出更高要求，企业需要升级改造 判断标准：新标准是否涉及企业核心产品；企业,,
2,全局打标经验,46,【智能体提取】行业竞争格局变化-份额提升,"{""分类"": ""行业动态""}",标签定义：企业在行业中的市场份额、排名、客户数量近期出现显著提升 判断标准：权威报告数据、企业财报、新闻报道中的市占率变,,
2,全局打标经验,47,【智能体提取】行业竞争格局变化-份额下滑,"{""分类"": ""行业动态""}",标签定义：企业在行业中的市场份额、排名、客户数量近期出现下滑 判断标准：权威报告数据、企业财报、客户流失报道,,
2,全局打标经验,48,【智能体提取】行业需求爆发,"{""分类"": ""行业动态""}",标签定义：企业所在行业近期需求快速增长（如AI算力、新能源储能、低空经济） 判断标准：行业整体订单增长>30%；头部企业,,
2,全局打标经验,49,【智能体提取】行业需求萎缩,"{""分类"": ""行业动态""}",标签定义：企业所在行业近期需求明显下滑（如房地产、教培、传统零售） 判断标准：行业整体订单下降>20%；头部企业裁员；产,,
2,全局打标经验,50,【智能体提取】行业动态强度判定,"{""分类"": ""行业动态""}",【强度判定】 ★直接关联：企业是行业动态的直接主体（如企业自己发布技术突破、自己融资） ★★强关联：行业动态直接影响企业,,
2,全局打标经验,51,【智能体提取】行业动态打标依据要求,"{""分类"": ""行业动态""}","【打标依据要求】必须引用具体行业事件/报告/数据，如： ""依据：IDC《2026年中国智能安防市场跟踪报告》显示，该企业",,
2,全局打标经验,52,【智能体提取】资本动态维度定义,"{""分类"": ""资本动态""}","【维度定义】指企业近期在资本市场的动作（融资、并购、上市、股权变动、估值变化），回答""这家企业最近钱从哪来、资本怎么看它",,
2,全局打标经验,53,【智能体提取】近期融资,"{""分类"": ""资本动态""}",标签定义：90天内完成新一轮融资，表明资本市场看好 判断标准：查36氪/IT桔子/鲸准/企查查，确认轮次、金额、投资方、,,
2,全局打标经验,54,【智能体提取】Pre-IPO,"{""分类"": ""资本动态""}","标签定义：企业已进入上市辅导期或提交IPO申请，预计12个月内上市 判断标准：查证监会官网""上市辅导备案""、交易所受理公",,
2,全局打标经验,55,【智能体提取】并购标的,"{""分类"": ""资本动态""}",标签定义：企业成为被并购对象，或主动发起并购 判断标准：查工商变更（股权变更）、重大资产收购公告、媒体报道,,
2,全局打标经验,56,【智能体提取】国资入股,"{""分类"": ""资本动态""}",标签定义：国有资本（国企、政府引导基金、国资平台）入股企业 判断标准：查股权变更，新股东为国资背景（如深创投、国投创业、,,
2,全局打标经验,57,【智能体提取】对赌预警,"{""分类"": ""资本动态""}",标签定义：企业存在对赌协议且可能触发（如业绩未达标、上市未成功） 判断标准：查司法诉讼（对赌纠纷）、新闻报道、招股书风险,,
2,全局打标经验,58,【智能体提取】估值波动,"{""分类"": ""资本动态""}",标签定义：企业估值在近期发生显著变化（上涨或下跌） 判断标准：对比最近两轮估值，变化幅度>30%视为显著波动,,
2,全局打标经验,59,【智能体提取】资本动态强度判定,"{""分类"": ""资本动态""}",【强度判定】 ★直接关联：企业本身是融资/并购/上市主体 ★★强关联：企业关联方（母公司/子公司/同一实控人）发生资本事,,
2,全局打标经验,60,【智能体提取】资本动态打标依据要求,"{""分类"": ""资本动态""}","【打标依据要求】如： ""依据：2026年6月20日，企业完成B轮融资2亿元人民币，投资方高瓴资本、红杉中国。投后估值10",,
2,全局打标经验,61,【智能体提取】时间衰减机制,"{""分类"": ""通用规则""}","1. 时间衰减机制    - 每个标签必须标注有效期，过期后自动降级为""历史标签""    - 有效期标准：      ├",,
2,全局打标经验,62,【智能体提取】强度分级体系,"{""分类"": ""通用规则""}",2. 强度分级体系    - ★直接关联：企业是事件/政策/技术的主体或直接被点名    - ★★强关联：企业产品/业务,,
2,全局打标经验,63,【智能体提取】冲突消解规则,"{""分类"": ""通用规则""}","3. 冲突消解规则    - 若同一事件对企业既有""受益""又有""受损""标签：      a) 看企业主营业务占比，主业务",,
2,全局打标经验,64,【智能体提取】溯源必填,"{""分类"": ""通用规则""}","4. 溯源必填    - 每个标签必须附带：      - ""依据""：具体条款/报道摘要/数据逻辑（100字以内）   ",,
2,全局打标经验,65,【智能体提取】人工复核机制,"{""分类"": ""通用规则""}","5. 人工复核机制    - 涉及以下类型的标签必须列入""需人工复核标签""：      a) 领导级别（省部级以上）  ",,
2,全局打标经验,66,【智能体提取】领导关注维度定义,"{""分类"": ""领导关注""}","【维度定义】指各级党政领导（从国家部委到区县）近期对该企业的走访调研、批示指示、公开推荐或纳入重点服务名单，回答""哪位领",,
2,全局打标经验,67,【智能体提取】国家领导人/部委领导关注,"{""分类"": ""领导关注""}",标签定义：国务院总理、副总理、国务委员，或国务院部委（部长、副部长、司长）到企业考察、调研、批示或公开提及 判断标准：查,,
2,全局打标经验,68,【智能体提取】省委书记/省长关注,"{""分类"": ""领导关注""}",标签定义：省级党政主要领导（省委书记、省长、省委副书记）到企业实地考察、座谈或公开提及 判断标准：查省级党报（如浙江日报,,
2,全局打标经验,69,【智能体提取】市委书记/市长关注,"{""分类"": ""领导关注""}",标签定义：市级党政主要领导（市委书记、市长）到企业调研或公开提及 判断标准：查市级党报、政府官网、地方新闻联播 有效期：,,
2,全局打标经验,70,【智能体提取】区委书记/区长关注,"{""分类"": ""领导关注""}",标签定义：区级党政主要领导（区委书记、区长）到企业调研、在公开场合推荐或纳入区重点服务企业名单 判断标准：查区级政府官网,,
2,全局打标经验,71,【智能体提取】人大/政协领导关注,"{""分类"": ""领导关注""}",标签定义：各级人大主任、政协主席到企业调研或公开提及 判断标准：查人大/政协官网、地方媒体报道 有效期：365天,,
2,全局打标经验,72,【智能体提取】领导批示/指示,"{""分类"": ""领导关注""}","标签定义：领导对企业相关工作作出书面批示或口头指示，要求相关部门支持或解决企业困难 判断标准：新闻报道中明确提及""XX领",,
2,全局打标经验,73,【智能体提取】纳入领导联系企业/重点服务企业名单,"{""分类"": ""领导关注""}",标签定义：企业被纳入各级政府领导联系企业名单、重点服务企业名单、白名单等 判断标准：查政府公示文件、领导公开讲话 有效期,,
2,全局打标经验,74,【智能体提取】领导关注强度判定,"{""分类"": ""领导关注""}","【强度判定】 ★直接关联：企业是走访/调研的唯一主体或重点主体（如""省长刘捷调研锐鹰传感，关注技术创新""） ★★强关联：",,
2,全局打标经验,75,【智能体提取】领导关注特殊规则,"{""分类"": ""领导关注""}","【特殊规则】 - 涉及省部级以上领导的标签，必须列入""需人工复核标签"" - 领导关注标签必须注明领导职务、姓名、时间、关",,
2,全局打标经验,76,【智能体提取】领导关注打标依据要求,"{""分类"": ""领导关注""}","【打标依据要求】必须引用具体报道标题+日期+媒体，说明领导职务、关注事项、关注原因，如： ""依据：2026年6月18日，",,
2,全局打标经验,77,【智能体提取】风险预警维度定义,"{""分类"": ""风险预警""}","【维度定义】指企业面临的负面信息、合规风险、经营异常、舆情危机、安全事故等，回答""这家企业最近有没有雷""",,
2,全局打标经验,78,【智能体提取】环保处罚,"{""分类"": ""风险预警""}",标签定义：企业因环境污染、排放超标等被行政处罚 判断标准：查生态环境局公示、企查查行政处罚记录,,
2,全局打标经验,79,【智能体提取】经营异常,"{""分类"": ""风险预警""}",标签定义：企业被列入经营异常名录（地址失联、年报异常等） 判断标准：查国家企业信用信息公示系统,,
2,全局打标经验,80,【智能体提取】股权冻结/被执行人,"{""分类"": ""风险预警""}",标签定义：企业或实控人股权被司法冻结，或企业被列为被执行人 判断标准：查中国执行信息公开网、企查查司法风险,,
2,全局打标经验,81,【智能体提取】舆情负面,"{""分类"": ""风险预警""}",标签定义：企业在社交媒体、新闻中出现负面舆情（产品质量、劳资纠纷、虚假宣传等） 判断标准：舆情情感分析得分<-0.5（负,,
2,全局打标经验,82,【智能体提取】产品召回/安全事故,"{""分类"": ""风险预警""}",标签定义：企业产品因质量问题被召回，或发生安全生产事故 判断标准：查国家市场监管总局召回公告、应急管理部事故通报,,
2,全局打标经验,83,【智能体提取】监管问询,"{""分类"": ""风险预警""}",标签定义：上市公司收到交易所问询函、监管函，或非上市公司被监管部门约谈 判断标准：查交易所官网、证监会公示,,
2,全局打标经验,84,【智能体提取】裁员/经营困难,"{""分类"": ""风险预警""}",标签定义：企业出现大规模裁员、拖欠工资、业务收缩等经营困难信号 判断标准：招聘量骤降（BOSS直聘岗位数下降>50%）、,,
2,全局打标经验,85,【智能体提取】风险预警强度判定,"{""分类"": ""风险预警""}",【强度判定】 ★直接关联：企业本身是风险主体 ★★强关联：企业核心供应商/客户发生风险，可能传导 ★★★弱关联：行业性风,,
2,全局打标经验,86,【智能体提取】风险预警特殊规则,"{""分类"": ""风险预警""}","【特殊规则】 - 风险标签必须人工复核后方可入库，AI自动标记""待复核"" - 所有风险标签必须列入""需人工复核标签"" -",,
2,全局打标经验,87,【智能体提取】风险预警打标依据要求,"{""分类"": ""风险预警""}","【打标依据要求】如： ""依据：2026年5月15日，杭州市生态环境局对该企业作出行政处罚（杭环罚〔2026〕XX号），因",,
3,打标助手规则库,88,【智能体提取】7大动态维度详细定义、标签定义与触发规则,"{""分类"": ""7大动态维度详细定义、标签定义与触发规则""}",【7大动态维度详细定义、标签定义与触发规则】,,
3,打标助手规则库,89,【智能体提取】任务说明,"{""分类"": ""任务说明""}",基于企业基础画像，结合当前国际热点事件、国内重大政策、行业最新动态、各级领导走访关注、宏观经济环境变化，为企业打上精细化,,
3,打标助手规则库,90,【智能体提取】单标签输出格式,"{""分类"": ""单标签输出格式""}","每个标签对象必须包含以下字段： {   ""标签"": """",   ""标签定义"": ""这个标签代表什么含义？在什么场景下使用",,
3,打标助手规则库,91,错误提示对照表,"{""分类"": ""异常文案""}",按脚本返回的 code 选文案，末尾附一次「（错误标识：<CODE>）」： NETWORK_ERROR：暂时连不上企业标,,
3,打标助手规则库,92,【智能体提取】当前任务,"{""分类"": ""当前任务""}","请基于以下企业基础画像，生成精细化动态标签，每个标签必须包含""标签定义""和""打标依据""：  企业基础标签：{{企业基础标",,
3,打标助手规则库,93,【智能体提取】当前任务注意事项,"{""分类"": ""当前任务""}",注意： 1. 先分析企业画像，再扫描热点，最后匹配标签 2. 严格按JSON格式，不要添加markdown代码块标记外的,,
3,打标助手规则库,94,【智能体提取】情报源优先级,"{""分类"": ""情报源优先级""}",P0（必查）：企业官网新闻、官方公告、财报、工商变更 P1（必查）：政府官网（国务院/部委/省市）、党报党刊（人民日报/,,
3,打标助手规则库,95,【智能体提取】每个动态标签必须附带标签定义和打标依据,"{""分类"": ""核心要求""}",每个动态标签必须附带： 1. 标签定义：这个标签代表什么含义？判断标准是什么？在什么场景下使用？ 2. 打标依据：为什么,,
3,打标助手规则库,96,【智能体提取】角色设定,"{""分类"": ""角色设定""}","你是一名产业情报与政策分析专家，擅长将企业放在""国际局势—国内政策—行业动态—领导关注—经济环境""的宏观坐标系中分析，识",,
3,打标助手规则库,97,【智能体提取】输入变量,"{""分类"": ""输入变量""}",企业基础标签：{{企业基础标签}} 时间窗口：{{时间窗口}} 关注热点（可选）：{{关注热点}},,
3,打标助手规则库,98,【智能体提取】输出格式要求,"{""分类"": ""输出格式要求""}","严格按以下JSON格式输出，不要添加JSON以外的解释文字：  {   ""企业名称"": """",   ""情报扫描时间"": ",,
3,打标助手规则库,99,上下文检查,"{""分类"": ""进度文案""}",正在确认当前操作权限和企业标签服务状态。,,
3,打标助手规则库,100,企业搜索,"{""分类"": ""进度文案""}",正在企业库中查找并确认企业主体。,,
3,打标助手规则库,101,主体补充核验,"{""分类"": ""进度文案""}",企业库暂未收录该企业，正在核验工商主体信息。,,
3,打标助手规则库,102,企业资料读取,"{""分类"": ""进度文案""}",已确认企业主体，正在读取企业资料和现有标签。,,
3,打标助手规则库,103,联网资讯检索,"{""分类"": ""进度文案""}",正在联网检索企业最新资讯、政策与行业动态。,,
3,打标助手规则库,104,业务经验读取,"{""分类"": ""进度文案""}",正在读取企业标签经验，确保建议符合既有业务规则。,,
3,打标助手规则库,105,体系词表读取,"{""分类"": ""进度文案""}",正在读取标签体系，确定本次可选的标签范围。,,
3,打标助手规则库,106,候选标签生成,"{""分类"": ""进度文案""}",正在结合企业资料、业务经验和最新动态生成候选标签。,,
3,打标助手规则库,107,标签查重,"{""分类"": ""进度文案""}",正在核对标准标签和企业已有标签，避免重复打标。,,
3,打标助手规则库,108,新标签规范检查,"{""分类"": ""进度文案""}",正在检查新增标签是否符合标签规范。,,
3,打标助手规则库,109,入库与核验,"{""分类"": ""进度文案""}",正在保存企业标签和企业画像并核验入库结果。,,
3,打标助手规则库,110,结果整理,"{""分类"": ""进度文案""}",标签处理已完成，正在整理本次结果。,,
4,操作助手规则库,111,错误提示对照表,"{""分类"": ""异常文案""}",按脚本返回的 code 选文案，末尾附一次「（错误标识：<CODE>）」。 助手能力边界类（不是故障，不要说成权限不足）,,
4,操作助手规则库,112,查询结果,"{""分类"": ""结果呈现""}",先用一句话给结论（例如共多少家、多少条），再列明细；明细超过 10 条只列前 10 条并说明还有多少条未列出。不展示内部,,
4,操作助手规则库,113,改动结果,"{""分类"": ""结果呈现""}",说清改了什么、影响了多少条数据。不需要再问有没有需要接着处理的。部分成功时把成功与未成功的数量分开讲，数字必须来自接口返,,
4,操作助手规则库,114,上下文检查,"{""分类"": ""进度文案""}",正在确认当前操作权限和企业标签服务状态。,,
4,操作助手规则库,115,数据查询,"{""分类"": ""进度文案""}",正在查询相关数据。,,
4,操作助手规则库,116,影响面核算,"{""分类"": ""进度文案""}",正在核算这次改动会影响多少数据。,,
4,操作助手规则库,117,保存与核验,"{""分类"": ""进度文案""}",正在保存改动并核验结果。,,
4,操作助手规则库,118,结果整理,"{""分类"": ""进度文案""}",处理已完成，正在整理本次结果。,,
